ID,Face_Person,Morph_Step,Answer,Face_Gender,Subject_Gender,MS_FG,MS_SG,FG_SG,Partial_Residuals,Predicted_Values
1003,4,7,7.0,0,1,0,7,0,7.127280847866653,6.254732416777504
1003,14,8,4.0,1,1,8,8,1,4.239146335942173,6.8779666306023675
1003,5,3,2.0,0,1,0,3,0,1.868338167619485,3.5732762894231356
1003,22,8,4.0,1,1,8,8,1,4.239146335942173,6.8779666306023675
1003,18,3,2.0,1,1,3,3,1,2.04574211735314,3.3958723396894803
1003,6,3,5.0,0,1,0,3,0,4.868338167619485,3.5732762894231356
1003,20,7,4.0,1,1,7,7,1,4.2004654922243665,6.1815477724197905
1003,22,5,3.0,1,1,5,5,1,3.123103804788753,4.788710056054636
1003,8,2,3.0,0,1,0,2,0,2.803602497557693,2.902912257584543
1003,20,2,4.0,1,1,2,2,1,4.007061273635333,2.6994534815069033
1003,16,3,3.0,1,1,3,3,1,3.04574211735314,3.3958723396894803
1003,6,4,4.0,0,1,0,4,0,3.933073837681277,4.2436403212617275
1003,22,7,7.0,1,1,7,7,1,7.2004654922243665,6.1815477724197905
1003,16,1,1.0,1,1,1,1,1,0.9683804299175266,2.0030346233243255
1003,9,7,4.0,0,1,0,7,0,4.127280847866653,6.254732416777504
1003,3,2,2.0,0,1,0,2,0,1.803602497557693,2.902912257584543
1003,16,8,4.0,1,1,8,8,1,4.239146335942173,6.8779666306023675
1003,16,5,3.0,1,1,5,5,1,3.123103804788753,4.788710056054636
1003,18,6,7.0,1,1,6,6,1,7.1617846485065595,5.4851289142372135
1003,5,4,4.0,0,1,0,4,0,3.933073837681277,4.2436403212617275
1003,11,6,5.0,0,1,0,6,0,5.062545177804862,5.584368384938911
1003,16,7,6.0,1,1,7,7,1,6.2004654922243665,6.1815477724197905
1003,5,5,4.0,0,1,0,5,0,3.997809507743069,4.914004353100319
1003,16,3,4.0,1,1,3,3,1,4.045742117353139,3.3958723396894803
1003,18,8,8.0,1,1,8,8,1,8.239146335942173,6.8779666306023675
1003,19,3,3.0,1,1,3,3,1,3.04574211735314,3.3958723396894803
1003,6,3,3.0,0,1,0,3,0,2.868338167619485,3.5732762894231356
1003,13,8,8.0,1,1,8,8,1,8.239146335942173,6.8779666306023675
1003,15,8,7.0,1,1,8,8,1,7.239146335942173,6.8779666306023675
1003,11,5,5.0,0,1,0,5,0,4.997809507743069,4.914004353100319
1003,8,6,5.0,0,1,0,6,0,5.062545177804862,5.584368384938911
1003,14,2,2.0,1,1,2,2,1,2.0070612736353333,2.6994534815069033
1003,2,6,6.0,0,1,0,6,0,6.062545177804862,5.584368384938911
1003,9,8,7.0,0,1,0,8,0,7.192016517928446,6.925096448616095
1003,19,7,7.0,1,1,7,7,1,7.2004654922243665,6.1815477724197905
1003,10,9,8.0,0,1,0,9,0,8.256752187990237,7.595460480454687
1003,15,1,1.0,1,1,1,1,1,0.9683804299175266,2.0030346233243255
1003,11,5,5.0,0,1,0,5,0,4.997809507743069,4.914004353100319
1003,3,9,8.0,0,1,0,9,0,8.256752187990237,7.595460480454687
1003,21,2,2.0,1,1,2,2,1,2.0070612736353333,2.6994534815069033
1003,3,1,2.0,0,1,0,1,0,1.738866827495901,2.232548225745951
1003,18,1,3.0,1,1,1,1,1,2.9683804299175267,2.0030346233243255
1003,17,9,9.0,1,1,9,9,1,9.27782717965998,7.574385488784945
1003,1,7,7.0,0,1,0,7,0,7.127280847866653,6.254732416777504
1003,22,9,8.0,1,1,9,9,1,8.27782717965998,7.574385488784945
1003,13,4,3.0,1,1,4,4,1,3.0844229610709464,4.092291197872059
1003,17,8,8.0,1,1,8,8,1,8.239146335942173,6.8779666306023675
1003,20,6,6.0,1,1,6,6,1,6.1617846485065595,5.4851289142372135
1003,17,4,3.0,1,1,4,4,1,3.0844229610709464,4.092291197872059
1003,11,8,8.0,0,1,0,8,0,8.192016517928446,6.925096448616095
1003,10,6,5.0,0,1,0,6,0,5.062545177804862,5.584368384938911
1003,17,1,1.0,1,1,1,1,1,0.9683804299175266,2.0030346233243255
1003,19,7,8.0,1,1,7,7,1,8.200465492224366,6.1815477724197905
1003,7,2,2.0,0,1,0,2,0,1.803602497557693,2.902912257584543
1003,14,2,3.0,1,1,2,2,1,3.0070612736353333,2.6994534815069033
1003,20,9,4.0,1,1,9,9,1,4.27782717965998,7.574385488784945
1003,2,3,2.0,0,1,0,3,0,1.868338167619485,3.5732762894231356
1003,2,2,3.0,0,1,0,2,0,2.803602497557693,2.902912257584543
1003,1,5,5.0,0,1,0,5,0,4.997809507743069,4.914004353100319
1003,9,6,6.0,0,1,0,6,0,6.062545177804862,5.584368384938911
1003,22,9,8.0,1,1,9,9,1,8.27782717965998,7.574385488784945
1003,13,1,2.0,1,1,1,1,1,1.9683804299175265,2.0030346233243255
1003,22,4,5.0,1,1,4,4,1,5.084422961070946,4.092291197872059
1003,4,6,4.0,0,1,0,6,0,4.062545177804862,5.584368384938911
1003,3,3,2.0,0,1,0,3,0,1.868338167619485,3.5732762894231356
1003,6,8,4.0,0,1,0,8,0,4.192016517928446,6.925096448616095
1003,2,9,8.0,0,1,0,9,0,8.256752187990237,7.595460480454687
1003,4,1,1.0,0,1,0,1,0,0.7388668274959009,2.232548225745951
1003,12,4,5.0,1,1,4,4,1,5.084422961070946,4.092291197872059
1003,2,1,3.0,0,1,0,1,0,2.738866827495901,2.232548225745951
1003,20,4,4.0,1,1,4,4,1,4.084422961070946,4.092291197872059
1003,12,9,9.0,1,1,9,9,1,9.27782717965998,7.574385488784945
1003,3,6,5.0,0,1,0,6,0,5.062545177804862,5.584368384938911
1003,15,2,2.0,1,1,2,2,1,2.0070612736353333,2.6994534815069033
1003,9,9,8.0,0,1,0,9,0,8.256752187990237,7.595460480454687
1003,12,5,4.0,1,1,5,5,1,4.123103804788753,4.788710056054636
1003,7,2,2.0,0,1,0,2,0,1.803602497557693,2.902912257584543
1003,21,3,3.0,1,1,3,3,1,3.04574211735314,3.3958723396894803
1003,22,1,2.0,1,1,1,1,1,1.9683804299175265,2.0030346233243255
1003,3,4,4.0,0,1,0,4,0,3.933073837681277,4.2436403212617275
1003,20,9,9.0,1,1,9,9,1,9.27782717965998,7.574385488784945
1003,3,9,8.0,0,1,0,9,0,8.256752187990237,7.595460480454687
1003,10,8,8.0,0,1,0,8,0,8.192016517928446,6.925096448616095
1003,3,1,1.0,0,1,0,1,0,0.7388668274959009,2.232548225745951
1003,16,6,4.0,1,1,6,6,1,4.1617846485065595,5.4851289142372135
1003,5,2,2.0,0,1,0,2,0,1.803602497557693,2.902912257584543
1003,9,3,3.0,0,1,0,3,0,2.868338167619485,3.5732762894231356
1003,22,8,8.0,1,1,8,8,1,8.239146335942173,6.8779666306023675
1003,19,4,4.0,1,1,4,4,1,4.084422961070946,4.092291197872059
1003,16,2,3.0,1,1,2,2,1,3.0070612736353333,2.6994534815069033
1003,11,3,4.0,0,1,0,3,0,3.868338167619485,3.5732762894231356
1003,11,1,3.0,0,1,0,1,0,2.738866827495901,2.232548225745951
1003,20,1,2.0,1,1,1,1,1,1.9683804299175265,2.0030346233243255
1003,11,4,4.0,0,1,0,4,0,3.933073837681277,4.2436403212617275
1003,7,4,3.0,0,1,0,4,0,2.933073837681277,4.2436403212617275
1003,3,8,7.0,0,1,0,8,0,7.192016517928446,6.925096448616095
1003,10,3,2.0,0,1,0,3,0,1.868338167619485,3.5732762894231356
1003,8,8,8.0,0,1,0,8,0,8.192016517928446,6.925096448616095
1003,14,4,4.0,1,1,4,4,1,4.084422961070946,4.092291197872059
1003,20,2,3.0,1,1,2,2,1,3.0070612736353333,2.6994534815069033
1003,17,1,2.0,1,1,1,1,1,1.9683804299175265,2.0030346233243255
1003,12,3,4.0,1,1,3,3,1,4.045742117353139,3.3958723396894803
1003,20,8,8.0,1,1,8,8,1,8.239146335942173,6.8779666306023675
1003,16,5,5.0,1,1,5,5,1,5.123103804788753,4.788710056054636
1003,8,5,5.0,0,1,0,5,0,4.997809507743069,4.914004353100319
1003,4,9,8.0,0,1,0,9,0,8.256752187990237,7.595460480454687
1003,16,9,4.0,1,1,9,9,1,4.27782717965998,7.574385488784945
1003,10,7,6.0,0,1,0,7,0,6.127280847866653,6.254732416777504
1003,15,4,4.0,1,1,4,4,1,4.084422961070946,4.092291197872059
1003,9,6,6.0,0,1,0,6,0,6.062545177804862,5.584368384938911
1003,16,7,7.0,1,1,7,7,1,7.2004654922243665,6.1815477724197905
1003,7,5,5.0,0,1,0,5,0,4.997809507743069,4.914004353100319
1003,10,8,7.0,0,1,0,8,0,7.192016517928446,6.925096448616095
1003,7,6,6.0,0,1,0,6,0,6.062545177804862,5.584368384938911
1003,21,8,4.0,1,1,8,8,1,4.239146335942173,6.8779666306023675
1003,10,2,2.0,0,1,0,2,0,1.803602497557693,2.902912257584543
1003,15,7,8.0,1,1,7,7,1,8.200465492224366,6.1815477724197905
1003,3,7,7.0,0,1,0,7,0,7.127280847866653,6.254732416777504
1003,19,1,1.0,1,1,1,1,1,0.9683804299175266,2.0030346233243255
1003,16,2,3.0,1,1,2,2,1,3.0070612736353333,2.6994534815069033
1003,15,3,4.0,1,1,3,3,1,4.045742117353139,3.3958723396894803
1003,11,7,8.0,0,1,0,7,0,8.127280847866654,6.254732416777504
1003,10,7,7.0,0,1,0,7,0,7.127280847866653,6.254732416777504
1003,11,9,8.0,0,1,0,9,0,8.256752187990237,7.595460480454687
1003,21,6,3.0,1,1,6,6,1,3.1617846485065595,5.4851289142372135
1003,12,7,7.0,1,1,7,7,1,7.2004654922243665,6.1815477724197905
1003,14,8,7.0,1,1,8,8,1,7.239146335942173,6.8779666306023675
1003,9,4,4.0,0,1,0,4,0,3.933073837681277,4.2436403212617275
1003,11,1,2.0,0,1,0,1,0,1.738866827495901,2.232548225745951
1003,4,2,3.0,0,1,0,2,0,2.803602497557693,2.902912257584543
1003,21,8,8.0,1,1,8,8,1,8.239146335942173,6.8779666306023675
1003,4,4,4.0,0,1,0,4,0,3.933073837681277,4.2436403212617275
1003,9,1,2.0,0,1,0,1,0,1.738866827495901,2.232548225745951
1003,5,6,7.0,0,1,0,6,0,7.062545177804862,5.584368384938911
1003,7,7,7.0,0,1,0,7,0,7.127280847866653,6.254732416777504
1003,8,4,4.0,0,1,0,4,0,3.933073837681277,4.2436403212617275
1003,20,5,3.0,1,1,5,5,1,3.123103804788753,4.788710056054636
1003,1,2,2.0,0,1,0,2,0,1.803602497557693,2.902912257584543
1003,11,2,3.0,0,1,0,2,0,2.803602497557693,2.902912257584543
1003,8,3,3.0,0,1,0,3,0,2.868338167619485,3.5732762894231356
1003,2,9,9.0,0,1,0,9,0,9.256752187990237,7.595460480454687
1003,4,8,7.0,0,1,0,8,0,7.192016517928446,6.925096448616095
1003,13,2,2.0,1,1,2,2,1,2.0070612736353333,2.6994534815069033
1003,16,6,6.0,1,1,6,6,1,6.1617846485065595,5.4851289142372135
1003,12,3,4.0,1,1,3,3,1,4.045742117353139,3.3958723396894803
1003,14,9,9.0,1,1,9,9,1,9.27782717965998,7.574385488784945
1003,4,7,7.0,0,1,0,7,0,7.127280847866653,6.254732416777504
1003,11,3,3.0,0,1,0,3,0,2.868338167619485,3.5732762894231356
1003,19,8,8.0,1,1,8,8,1,8.239146335942173,6.8779666306023675
1003,16,8,7.0,1,1,8,8,1,7.239146335942173,6.8779666306023675
1003,14,1,1.0,1,1,1,1,1,0.9683804299175266,2.0030346233243255
1003,10,4,4.0,0,1,0,4,0,3.933073837681277,4.2436403212617275
1003,16,9,9.0,1,1,9,9,1,9.27782717965998,7.574385488784945
1003,1,2,2.0,0,1,0,2,0,1.803602497557693,2.902912257584543
1003,4,4,3.0,0,1,0,4,0,2.933073837681277,4.2436403212617275
1003,10,3,4.0,0,1,0,3,0,3.868338167619485,3.5732762894231356
1003,14,9,9.0,1,1,9,9,1,9.27782717965998,7.574385488784945
1003,22,2,2.0,1,1,2,2,1,2.0070612736353333,2.6994534815069033
1003,7,1,2.0,0,1,0,1,0,1.738866827495901,2.232548225745951
1003,1,1,2.0,0,1,0,1,0,1.738866827495901,2.232548225745951
1003,22,6,4.0,1,1,6,6,1,4.1617846485065595,5.4851289142372135
1003,9,2,2.0,0,1,0,2,0,1.803602497557693,2.902912257584543
1003,3,3,4.0,0,1,0,3,0,3.868338167619485,3.5732762894231356
1003,5,1,2.0,0,1,0,1,0,1.738866827495901,2.232548225745951
1003,22,4,5.0,1,1,4,4,1,5.084422961070946,4.092291197872059
1003,8,3,3.0,0,1,0,3,0,2.868338167619485,3.5732762894231356
1003,17,7,4.0,1,1,7,7,1,4.2004654922243665,6.1815477724197905
1003,6,9,8.0,0,1,0,9,0,8.256752187990237,7.595460480454687
1003,11,9,8.0,0,1,0,9,0,8.256752187990237,7.595460480454687
1003,8,4,2.0,0,1,0,4,0,1.933073837681277,4.2436403212617275
1003,4,5,5.0,0,1,0,5,0,4.997809507743069,4.914004353100319
1003,22,3,4.0,1,1,3,3,1,4.045742117353139,3.3958723396894803
1003,5,9,4.0,0,1,0,9,0,4.256752187990237,7.595460480454687
1003,9,2,2.0,0,1,0,2,0,1.803602497557693,2.902912257584543
1003,18,1,2.0,1,1,1,1,1,1.9683804299175265,2.0030346233243255
1003,9,3,3.0,0,1,0,3,0,2.868338167619485,3.5732762894231356
1003,1,7,7.0,0,1,0,7,0,7.127280847866653,6.254732416777504
1003,8,2,2.0,0,1,0,2,0,1.803602497557693,2.902912257584543
1003,3,7,8.0,0,1,0,7,0,8.127280847866654,6.254732416777504
1003,18,3,4.0,1,1,3,3,1,4.045742117353139,3.3958723396894803
1003,14,6,4.0,1,1,6,6,1,4.1617846485065595,5.4851289142372135
1003,3,6,5.0,0,1,0,6,0,5.062545177804862,5.584368384938911
1003,16,4,5.0,1,1,4,4,1,5.084422961070946,4.092291197872059
1003,19,3,4.0,1,1,3,3,1,4.045742117353139,3.3958723396894803
1003,9,7,8.0,0,1,0,7,0,8.127280847866654,6.254732416777504
1003,10,4,5.0,0,1,0,4,0,4.9330738376812775,4.2436403212617275
1003,5,4,5.0,0,1,0,4,0,4.9330738376812775,4.2436403212617275
1003,6,6,5.0,0,1,0,6,0,5.062545177804862,5.584368384938911
1003,9,4,5.0,0,1,0,4,0,4.9330738376812775,4.2436403212617275
1003,18,7,6.0,1,1,7,7,1,6.2004654922243665,6.1815477724197905
1003,13,3,2.0,1,1,3,3,1,2.04574211735314,3.3958723396894803
1003,21,4,5.0,1,1,4,4,1,5.084422961070946,4.092291197872059
1003,13,6,5.0,1,1,6,6,1,5.1617846485065595,5.4851289142372135
1003,12,1,1.0,1,1,1,1,1,0.9683804299175266,2.0030346233243255
1003,15,5,4.0,1,1,5,5,1,4.123103804788753,4.788710056054636
1003,21,4,4.0,1,1,4,4,1,4.084422961070946,4.092291197872059
1003,19,5,5.0,1,1,5,5,1,5.123103804788753,4.788710056054636
1003,19,8,7.0,1,1,8,8,1,7.239146335942173,6.8779666306023675
1003,1,5,5.0,0,1,0,5,0,4.997809507743069,4.914004353100319
1003,17,6,5.0,1,1,6,6,1,5.1617846485065595,5.4851289142372135
1003,19,9,8.0,1,1,9,9,1,8.27782717965998,7.574385488784945
1003,5,8,3.0,0,1,0,8,0,3.192016517928445,6.925096448616095
1003,18,7,6.0,1,1,7,7,1,6.2004654922243665,6.1815477724197905
1003,2,3,3.0,0,1,0,3,0,2.868338167619485,3.5732762894231356
1003,18,9,9.0,1,1,9,9,1,9.27782717965998,7.574385488784945
1003,20,3,2.0,1,1,3,3,1,2.04574211735314,3.3958723396894803
1003,13,7,7.0,1,1,7,7,1,7.2004654922243665,6.1815477724197905
1003,12,8,7.0,1,1,8,8,1,7.239146335942173,6.8779666306023675
1003,15,9,8.0,1,1,9,9,1,8.27782717965998,7.574385488784945
1003,12,9,8.0,1,1,9,9,1,8.27782717965998,7.574385488784945
1003,11,2,2.0,0,1,0,2,0,1.803602497557693,2.902912257584543
1003,3,5,5.0,0,1,0,5,0,4.997809507743069,4.914004353100319
1003,14,7,7.0,1,1,7,7,1,7.2004654922243665,6.1815477724197905
1003,18,5,5.0,1,1,5,5,1,5.123103804788753,4.788710056054636
1003,15,4,5.0,1,1,4,4,1,5.084422961070946,4.092291197872059
1003,4,2,3.0,0,1,0,2,0,2.803602497557693,2.902912257584543
1003,21,6,4.0,1,1,6,6,1,4.1617846485065595,5.4851289142372135
1003,14,1,1.0,1,1,1,1,1,0.9683804299175266,2.0030346233243255
1003,13,5,5.0,1,1,5,5,1,5.123103804788753,4.788710056054636
1003,4,6,3.0,0,1,0,6,0,3.062545177804861,5.584368384938911
1003,13,3,3.0,1,1,3,3,1,3.04574211735314,3.3958723396894803
1003,8,9,4.0,0,1,0,9,0,4.256752187990237,7.595460480454687
1003,6,5,3.0,0,1,0,5,0,2.997809507743069,4.914004353100319
1003,12,6,3.0,1,1,6,6,1,3.1617846485065595,5.4851289142372135
1003,17,3,2.0,1,1,3,3,1,2.04574211735314,3.3958723396894803
1003,18,4,4.0,1,1,4,4,1,4.084422961070946,4.092291197872059
1003,7,9,9.0,0,1,0,9,0,9.256752187990237,7.595460480454687
1003,2,1,1.0,0,1,0,1,0,0.7388668274959009,2.232548225745951
1003,12,4,4.0,1,1,4,4,1,4.084422961070946,4.092291197872059
1003,2,8,4.0,0,1,0,8,0,4.192016517928446,6.925096448616095
1003,22,7,6.0,1,1,7,7,1,6.2004654922243665,6.1815477724197905
1003,4,9,8.0,0,1,0,9,0,8.256752187990237,7.595460480454687
1003,8,5,3.0,0,1,0,5,0,2.997809507743069,4.914004353100319
1003,13,9,8.0,1,1,9,9,1,8.27782717965998,7.574385488784945
1003,20,8,7.0,1,1,8,8,1,7.239146335942173,6.8779666306023675
1003,6,5,4.0,0,1,0,5,0,3.997809507743069,4.914004353100319
1003,5,8,7.0,0,1,0,8,0,7.192016517928446,6.925096448616095
1003,20,5,5.0,1,1,5,5,1,5.123103804788753,4.788710056054636
1003,19,2,3.0,1,1,2,2,1,3.0070612736353333,2.6994534815069033
1003,6,4,3.0,0,1,0,4,0,2.933073837681277,4.2436403212617275
1003,11,7,7.0,0,1,0,7,0,7.127280847866653,6.254732416777504
1003,1,6,5.0,0,1,0,6,0,5.062545177804862,5.584368384938911
1003,5,2,2.0,0,1,0,2,0,1.803602497557693,2.902912257584543
1003,21,1,2.0,1,1,1,1,1,1.9683804299175265,2.0030346233243255
1003,19,2,3.0,1,1,2,2,1,3.0070612736353333,2.6994534815069033
1003,19,6,4.0,1,1,6,6,1,4.1617846485065595,5.4851289142372135
1003,7,8,7.0,0,1,0,8,0,7.192016517928446,6.925096448616095
1003,14,7,7.0,1,1,7,7,1,7.2004654922243665,6.1815477724197905
1003,13,2,2.0,1,1,2,2,1,2.0070612736353333,2.6994534815069033
1003,15,7,7.0,1,1,7,7,1,7.2004654922243665,6.1815477724197905
1003,6,6,5.0,0,1,0,6,0,5.062545177804862,5.584368384938911
1003,17,4,5.0,1,1,4,4,1,5.084422961070946,4.092291197872059
1003,1,4,3.0,0,1,0,4,0,2.933073837681277,4.2436403212617275
1003,5,3,4.0,0,1,0,3,0,3.868338167619485,3.5732762894231356
1003,14,5,5.0,1,1,5,5,1,5.123103804788753,4.788710056054636
1003,13,6,5.0,1,1,6,6,1,5.1617846485065595,5.4851289142372135
1003,12,6,3.0,1,1,6,6,1,3.1617846485065595,5.4851289142372135
1003,15,2,2.0,1,1,2,2,1,2.0070612736353333,2.6994534815069033
1003,6,2,3.0,0,1,0,2,0,2.803602497557693,2.902912257584543
1003,1,1,2.0,0,1,0,1,0,1.738866827495901,2.232548225745951
1003,4,3,3.0,0,1,0,3,0,2.868338167619485,3.5732762894231356
1003,2,2,3.0,0,1,0,2,0,2.803602497557693,2.902912257584543
1003,1,9,9.0,0,1,0,9,0,9.256752187990237,7.595460480454687
1003,19,5,5.0,1,1,5,5,1,5.123103804788753,4.788710056054636
1003,1,8,7.0,0,1,0,8,0,7.192016517928446,6.925096448616095
1003,5,1,1.0,0,1,0,1,0,0.7388668274959009,2.232548225745951
1003,13,4,3.0,1,1,4,4,1,3.0844229610709464,4.092291197872059
1003,21,9,8.0,1,1,9,9,1,8.27782717965998,7.574385488784945
1003,9,8,7.0,0,1,0,8,0,7.192016517928446,6.925096448616095
1003,15,8,7.0,1,1,8,8,1,7.239146335942173,6.8779666306023675
1003,19,1,2.0,1,1,1,1,1,1.9683804299175265,2.0030346233243255
1003,12,8,8.0,1,1,8,8,1,8.239146335942173,6.8779666306023675
1003,15,3,3.0,1,1,3,3,1,3.04574211735314,3.3958723396894803
1003,5,6,5.0,0,1,0,6,0,5.062545177804862,5.584368384938911
1003,10,6,5.0,0,1,0,6,0,5.062545177804862,5.584368384938911
1003,22,6,6.0,1,1,6,6,1,6.1617846485065595,5.4851289142372135
1003,15,6,5.0,1,1,6,6,1,5.1617846485065595,5.4851289142372135
1003,2,6,5.0,0,1,0,6,0,5.062545177804862,5.584368384938911
1003,7,5,5.0,0,1,0,5,0,4.997809507743069,4.914004353100319
1003,1,3,4.0,0,1,0,3,0,3.868338167619485,3.5732762894231356
1003,12,2,3.0,1,1,2,2,1,3.0070612736353333,2.6994534815069033
1003,1,8,8.0,0,1,0,8,0,8.192016517928446,6.925096448616095
1003,17,3,3.0,1,1,3,3,1,3.04574211735314,3.3958723396894803
1003,13,1,2.0,1,1,1,1,1,1.9683804299175265,2.0030346233243255
1003,6,7,8.0,0,1,0,7,0,8.127280847866654,6.254732416777504
1003,1,9,8.0,0,1,0,9,0,8.256752187990237,7.595460480454687
1003,10,5,4.0,0,1,0,5,0,3.997809507743069,4.914004353100319
1003,21,5,5.0,1,1,5,5,1,5.123103804788753,4.788710056054636
1003,18,9,8.0,1,1,9,9,1,8.27782717965998,7.574385488784945
1003,17,9,8.0,1,1,9,9,1,8.27782717965998,7.574385488784945
1003,16,4,3.0,1,1,4,4,1,3.0844229610709464,4.092291197872059
1003,10,1,2.0,0,1,0,1,0,1.738866827495901,2.232548225745951
1003,11,4,4.0,0,1,0,4,0,3.933073837681277,4.2436403212617275
1003,7,9,9.0,0,1,0,9,0,9.256752187990237,7.595460480454687
1003,18,5,5.0,1,1,5,5,1,5.123103804788753,4.788710056054636
1003,14,6,5.0,1,1,6,6,1,5.1617846485065595,5.4851289142372135
1003,6,2,2.0,0,1,0,2,0,1.803602497557693,2.902912257584543
1003,20,4,4.0,1,1,4,4,1,4.084422961070946,4.092291197872059
1003,17,2,3.0,1,1,2,2,1,3.0070612736353333,2.6994534815069033
1003,13,7,8.0,1,1,7,7,1,8.200465492224366,6.1815477724197905
1003,2,8,4.0,0,1,0,8,0,4.192016517928446,6.925096448616095
1003,7,3,3.0,0,1,0,3,0,2.868338167619485,3.5732762894231356
1003,1,6,5.0,0,1,0,6,0,5.062545177804862,5.584368384938911
1003,1,3,4.0,0,1,0,3,0,3.868338167619485,3.5732762894231356
1003,7,3,3.0,0,1,0,3,0,2.868338167619485,3.5732762894231356
1003,14,3,4.0,1,1,3,3,1,4.045742117353139,3.3958723396894803
1003,16,1,2.0,1,1,1,1,1,1.9683804299175265,2.0030346233243255
1003,8,9,9.0,0,1,0,9,0,9.256752187990237,7.595460480454687
1003,21,7,7.0,1,1,7,7,1,7.2004654922243665,6.1815477724197905
1003,21,1,1.0,1,1,1,1,1,0.9683804299175266,2.0030346233243255
1003,7,4,3.0,0,1,0,4,0,2.933073837681277,4.2436403212617275
1003,13,5,5.0,1,1,5,5,1,5.123103804788753,4.788710056054636
1003,2,5,5.0,0,1,0,5,0,4.997809507743069,4.914004353100319
1003,8,7,7.0,0,1,0,7,0,7.127280847866653,6.254732416777504
1003,5,7,7.0,0,1,0,7,0,7.127280847866653,6.254732416777504
1003,8,1,1.0,0,1,0,1,0,0.7388668274959009,2.232548225745951
1003,4,3,4.0,0,1,0,3,0,3.868338167619485,3.5732762894231356
1003,20,1,2.0,1,1,1,1,1,1.9683804299175265,2.0030346233243255
1003,21,7,4.0,1,1,7,7,1,4.2004654922243665,6.1815477724197905
1003,12,1,1.0,1,1,1,1,1,0.9683804299175266,2.0030346233243255
1003,10,9,9.0,0,1,0,9,0,9.256752187990237,7.595460480454687
1003,18,2,2.0,1,1,2,2,1,2.0070612736353333,2.6994534815069033
1003,7,1,3.0,0,1,0,1,0,2.738866827495901,2.232548225745951
1003,10,5,6.0,0,1,0,5,0,5.997809507743069,4.914004353100319
1003,9,5,5.0,0,1,0,5,0,4.997809507743069,4.914004353100319
1003,15,5,5.0,1,1,5,5,1,5.123103804788753,4.788710056054636
1003,10,2,3.0,0,1,0,2,0,2.803602497557693,2.902912257584543
1003,9,9,9.0,0,1,0,9,0,9.256752187990237,7.595460480454687
1003,10,1,1.0,0,1,0,1,0,0.7388668274959009,2.232548225745951
1003,21,9,4.0,1,1,9,9,1,4.27782717965998,7.574385488784945
1003,15,9,8.0,1,1,9,9,1,8.27782717965998,7.574385488784945
1003,22,2,2.0,1,1,2,2,1,2.0070612736353333,2.6994534815069033
1003,5,5,5.0,0,1,0,5,0,4.997809507743069,4.914004353100319
1003,17,5,5.0,1,1,5,5,1,5.123103804788753,4.788710056054636
1003,2,4,5.0,0,1,0,4,0,4.9330738376812775,4.2436403212617275
1003,2,4,4.0,0,1,0,4,0,3.933073837681277,4.2436403212617275
1003,20,3,4.0,1,1,3,3,1,4.045742117353139,3.3958723396894803
1003,1,4,4.0,0,1,0,4,0,3.933073837681277,4.2436403212617275
1003,21,5,5.0,1,1,5,5,1,5.123103804788753,4.788710056054636
1003,4,5,3.0,0,1,0,5,0,2.997809507743069,4.914004353100319
1003,14,4,5.0,1,1,4,4,1,5.084422961070946,4.092291197872059
1003,12,2,3.0,1,1,2,2,1,3.0070612736353333,2.6994534815069033
1003,14,5,4.0,1,1,5,5,1,4.123103804788753,4.788710056054636
1003,5,9,8.0,0,1,0,9,0,8.256752187990237,7.595460480454687
1003,6,8,7.0,0,1,0,8,0,7.192016517928446,6.925096448616095
1003,14,3,2.0,1,1,3,3,1,2.04574211735314,3.3958723396894803
1003,20,6,4.0,1,1,6,6,1,4.1617846485065595,5.4851289142372135
1003,6,9,8.0,0,1,0,9,0,8.256752187990237,7.595460480454687
1003,8,1,1.0,0,1,0,1,0,0.7388668274959009,2.232548225745951
1003,19,6,6.0,1,1,6,6,1,6.1617846485065595,5.4851289142372135
1003,3,4,5.0,0,1,0,4,0,4.9330738376812775,4.2436403212617275
1003,18,8,8.0,1,1,8,8,1,8.239146335942173,6.8779666306023675
1003,22,3,3.0,1,1,3,3,1,3.04574211735314,3.3958723396894803
1003,21,3,3.0,1,1,3,3,1,3.04574211735314,3.3958723396894803
1003,11,8,8.0,0,1,0,8,0,8.192016517928446,6.925096448616095
1003,3,2,2.0,0,1,0,2,0,1.803602497557693,2.902912257584543
1003,17,7,8.0,1,1,7,7,1,8.200465492224366,6.1815477724197905
1003,22,1,2.0,1,1,1,1,1,1.9683804299175265,2.0030346233243255
1003,11,6,6.0,0,1,0,6,0,6.062545177804862,5.584368384938911
1003,19,9,8.0,1,1,9,9,1,8.27782717965998,7.574385488784945
1003,18,2,2.0,1,1,2,2,1,2.0070612736353333,2.6994534815069033
1003,6,7,8.0,0,1,0,7,0,8.127280847866654,6.254732416777504
1003,6,1,1.0,0,1,0,1,0,0.7388668274959009,2.232548225745951
1003,4,1,2.0,0,1,0,1,0,1.738866827495901,2.232548225745951
1003,21,2,3.0,1,1,2,2,1,3.0070612736353333,2.6994534815069033
1003,8,6,6.0,0,1,0,6,0,6.062545177804862,5.584368384938911
1003,15,6,6.0,1,1,6,6,1,6.1617846485065595,5.4851289142372135
1003,3,8,7.0,0,1,0,8,0,7.192016517928446,6.925096448616095
1003,13,8,7.0,1,1,8,8,1,7.239146335942173,6.8779666306023675
